locus_tag	ftype	length_bp	gene	EC_number	COG	product
HDIIENPN_01111	CDS	669	gpmA_1	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HDIIENPN_01112	CDS	624	gph_2	3.1.3.18	COG0546	Phosphoglycolate phosphatase
HDIIENPN_01113	CDS	387				hypothetical protein
HDIIENPN_01114	CDS	1392	tcyP		COG1823	L-cystine uptake protein TcyP
HDIIENPN_01115	CDS	369				hypothetical protein
HDIIENPN_01116	CDS	132				hypothetical protein
HDIIENPN_01117	CDS	942				hypothetical protein
HDIIENPN_01118	CDS	732	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
HDIIENPN_01119	CDS	2181	yhgF		COG2183	Protein YhgF
HDIIENPN_01120	CDS	483				Protein SprT-like protein
HDIIENPN_01121	CDS	762	ydcF		COG1434	Protein YdcF
HDIIENPN_01122	CDS	1335	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
HDIIENPN_01123	CDS	486				hypothetical protein
HDIIENPN_01124	CDS	684	ybhL		COG0670	Inner membrane protein YbhL
HDIIENPN_01125	CDS	2646	polA	2.7.7.7		DNA polymerase I
HDIIENPN_01126	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
HDIIENPN_01127	CDS	630	coaE	2.7.1.24		Dephospho-CoA kinase
HDIIENPN_01128	CDS	333				hypothetical protein
HDIIENPN_01129	CDS	492	nrdR		COG1327	Transcriptional repressor NrdR
HDIIENPN_01130	CDS	1374	dnaB		COG3611	Replication initiation and membrane attachment protein
HDIIENPN_01131	CDS	927	dnaI		COG1484	Primosomal protein DnaI
HDIIENPN_01132	CDS	441				hypothetical protein
HDIIENPN_01133	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_01134	CDS	702	trmK	2.1.1.217	COG2384	tRNA (adenine(22)-N(1))-methyltransferase
HDIIENPN_01135	CDS	1122			COG0327	GTP cyclohydrolase 1 type 2 
HDIIENPN_01136	CDS	1233	pepT	3.4.11.4		Peptidase T
HDIIENPN_01137	CDS	909	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
HDIIENPN_01138	CDS	273				hypothetical protein
HDIIENPN_01139	CDS	1047				hypothetical protein
HDIIENPN_01140	CDS	2610	clpB		COG0542	Chaperone protein ClpB
HDIIENPN_01141	CDS	672				hypothetical protein
HDIIENPN_01142	CDS	495				hypothetical protein
HDIIENPN_01143	CDS	1221	eis_2	2.3.1.-		N-acetyltransferase Eis
HDIIENPN_01144	CDS	1836	lepA	3.6.5.-		Elongation factor 4
HDIIENPN_01145	CDS	1128	xerC_7			Tyrosine recombinase XerC
HDIIENPN_01146	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_01147	CDS	1179				IS256 family transposase ISEf1
HDIIENPN_01148	CDS	414				hypothetical protein
HDIIENPN_01149	CDS	486				hypothetical protein
HDIIENPN_01150	CDS	216				hypothetical protein
HDIIENPN_01151	CDS	801	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HDIIENPN_01152	CDS	1869	licR_1		COG1762	putative licABCH operon regulator
HDIIENPN_01153	CDS	492				hypothetical protein
HDIIENPN_01154	CDS	555	srlA		COG3730	PTS system glucitol/sorbitol-specific EIIC component
HDIIENPN_01155	CDS	996	srlE	2.7.1.198	COG3732	PTS system glucitol/sorbitol-specific EIIB component
HDIIENPN_01156	CDS	1251				IS110 family transposase ISSpn10
HDIIENPN_01157	CDS	399	srlB		COG3731	PTS system glucitol/sorbitol-specific EIIA component
HDIIENPN_01158	CDS	711	fsaA	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 1
HDIIENPN_01159	CDS	888	prsA_2	5.2.1.8		Foldase protein PrsA
HDIIENPN_01160	CDS	840				hypothetical protein
HDIIENPN_01161	CDS	975				hypothetical protein
HDIIENPN_01162	CDS	357				hypothetical protein
HDIIENPN_01163	CDS	1158				hypothetical protein
HDIIENPN_01164	CDS	441	spxA_1		COG1393	Regulatory protein Spx
HDIIENPN_01165	CDS	507	sttH	3.5.2.19		Streptothricin hydrolase
HDIIENPN_01166	CDS	1905				hypothetical protein
HDIIENPN_01167	CDS	1002	aes_2	3.1.1.-		Acetyl esterase
HDIIENPN_01168	CDS	207				hypothetical protein
HDIIENPN_01169	CDS	849	murR_2		COG1737	HTH-type transcriptional regulator MurR
HDIIENPN_01170	CDS	903		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
HDIIENPN_01171	CDS	1002	fldH	1.1.1.-		Phenyllactate dehydrogenase
HDIIENPN_01172	CDS	273				hypothetical protein
HDIIENPN_01173	CDS	798	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
HDIIENPN_01174	CDS	834				hypothetical protein
HDIIENPN_01175	CDS	858	manZ_5		COG3716	PTS system mannose-specific EIID component
HDIIENPN_01176	CDS	510	sorB_1	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
HDIIENPN_01177	CDS	402				hypothetical protein
HDIIENPN_01178	CDS	423				hypothetical protein
HDIIENPN_01179	CDS	444	manX_5	2.7.1.191		PTS system mannose-specific EIIAB component
HDIIENPN_01180	CDS	1086	uxuA_1	4.2.1.8	COG1312	Mannonate dehydratase
HDIIENPN_01181	CDS	714	ppaX	3.6.1.1		Pyrophosphatase PpaX
HDIIENPN_01182	CDS	150				hypothetical protein
HDIIENPN_01183	CDS	201	cspL		COG1278	Cold shock protein 2
HDIIENPN_01184	CDS	99				hypothetical protein
HDIIENPN_01185	CDS	366				hypothetical protein
HDIIENPN_01186	CDS	246				hypothetical protein
HDIIENPN_01187	CDS	255				hypothetical protein
HDIIENPN_01188	CDS	306				hypothetical protein
HDIIENPN_01189	tRNA	76				tRNA-Met(cat)
HDIIENPN_01190	CDS	498				hypothetical protein
HDIIENPN_01191	CDS	810	yidA_2	3.1.3.23	COG0561	Sugar phosphatase YidA
HDIIENPN_01192	CDS	858	gspA_1		COG1442	General stress protein A
HDIIENPN_01193	CDS	903	gspA_2		COG1442	General stress protein A
HDIIENPN_01194	CDS	351				hypothetical protein
HDIIENPN_01195	CDS	939				hypothetical protein
HDIIENPN_01196	CDS	894	yghA	1.-.-.-		putative oxidoreductase YghA
HDIIENPN_01197	CDS	564				hypothetical protein
HDIIENPN_01198	CDS	189				hypothetical protein
HDIIENPN_01199	CDS	903				hypothetical protein
HDIIENPN_01200	CDS	243				hypothetical protein
HDIIENPN_01201	CDS	372				hypothetical protein
HDIIENPN_01202	CDS	228				hypothetical protein
HDIIENPN_01203	CDS	474				hypothetical protein
HDIIENPN_01204	CDS	174				hypothetical protein
HDIIENPN_01205	CDS	567				hypothetical protein
HDIIENPN_01206	CDS	189				hypothetical protein
HDIIENPN_01207	CDS	558				Stress response regulator gls24 
HDIIENPN_01208	CDS	243				hypothetical protein
HDIIENPN_01209	CDS	1296				ISL3 family transposase ISEfa11
HDIIENPN_01210	CDS	1215	amt			Ammonia channel
HDIIENPN_01211	CDS	1428	gadC_1		COG0531	Glutamate/gamma-aminobutyrate antiporter
HDIIENPN_01212	CDS	927	glsA	3.5.1.2	COG2066	Glutaminase
HDIIENPN_01213	CDS	1461				hypothetical protein
HDIIENPN_01214	CDS	1764	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
HDIIENPN_01215	CDS	357				hypothetical protein
HDIIENPN_01216	CDS	684	nanE_1	5.1.3.9		Putative N-acetylmannosamine-6-phosphate 2-epimerase
HDIIENPN_01217	CDS	615				hypothetical protein
HDIIENPN_01218	CDS	207				hypothetical protein
HDIIENPN_01219	CDS	1164	ftsW_1	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HDIIENPN_01220	CDS	756	msrR			Regulatory protein MsrR
HDIIENPN_01221	CDS	2040	pbp		COG0768	Beta-lactam-inducible penicillin-binding protein
HDIIENPN_01222	CDS	1152	napA			Na(+)/H(+) antiporter
HDIIENPN_01223	CDS	531				hypothetical protein
HDIIENPN_01224	CDS	351				hypothetical protein
HDIIENPN_01225	CDS	1530	ahpF	1.6.99.3		NADH dehydrogenase
HDIIENPN_01226	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
HDIIENPN_01227	CDS	663	rspR_1		COG1802	HTH-type transcriptional repressor RspR
HDIIENPN_01228	CDS	1647	por	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
HDIIENPN_01229	CDS	1083	uxuA_2	4.2.1.8	COG1312	Mannonate dehydratase
HDIIENPN_01230	CDS	1554				hypothetical protein
HDIIENPN_01231	CDS	1290				hypothetical protein
HDIIENPN_01232	CDS	1038				hypothetical protein
HDIIENPN_01233	CDS	441	ohrR			Organic hydroperoxide resistance transcriptional regulator
HDIIENPN_01234	CDS	411	ohrA		COG1764	Organic hydroperoxide resistance protein OhrA
HDIIENPN_01235	CDS	435				hypothetical protein
HDIIENPN_01236	CDS	771				hypothetical protein
HDIIENPN_01237	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
HDIIENPN_01238	CDS	1260	mdxE		COG2182	Maltodextrin-binding protein MdxE
HDIIENPN_01239	CDS	1302				hypothetical protein
HDIIENPN_01240	CDS	852	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
HDIIENPN_01241	CDS	816				hypothetical protein
HDIIENPN_01242	CDS	1167	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
HDIIENPN_01243	CDS	648				hypothetical protein
HDIIENPN_01244	CDS	945	pyrDA	1.3.98.1	COG0167	Dihydroorotate dehydrogenase A (fumarate)
HDIIENPN_01245	CDS	1452	nylA	3.5.2.12		6-aminohexanoate-cyclic-dimer hydrolase
HDIIENPN_01246	CDS	837	yckB		COG0834	putative ABC transporter extracellular-binding protein YckB
HDIIENPN_01247	CDS	660	yecS_2		COG0765	L-cystine transport system permease protein YecS
HDIIENPN_01248	CDS	690				hypothetical protein
HDIIENPN_01249	CDS	957				hypothetical protein
HDIIENPN_01250	CDS	513				hypothetical protein
HDIIENPN_01251	CDS	549	gmk_1	2.7.4.8	COG0194	Guanylate kinase
HDIIENPN_01252	CDS	1182	nupC		COG1972	Nucleoside permease NupC
HDIIENPN_01253	CDS	1509				hypothetical protein
HDIIENPN_01254	CDS	192				hypothetical protein
HDIIENPN_01255	CDS	918				hypothetical protein
HDIIENPN_01256	CDS	1074				hypothetical protein
HDIIENPN_01257	CDS	519				hypothetical protein
HDIIENPN_01258	CDS	393				hypothetical protein
HDIIENPN_01259	CDS	936				hypothetical protein
HDIIENPN_01260	CDS	780	ygaZ_1		COG1296	Inner membrane protein YgaZ
HDIIENPN_01261	CDS	318				hypothetical protein
HDIIENPN_01262	CDS	1611	murJ_1		COG2244	Lipid II flippase MurJ
HDIIENPN_01263	CDS	849	degV		COG1307	Protein DegV
HDIIENPN_01264	CDS	480				hypothetical protein
HDIIENPN_01265	CDS	2229				hypothetical protein
HDIIENPN_01266	CDS	1644	malL_1	3.2.1.10	COG0366	Oligo-1,6-glucosidase
HDIIENPN_01267	CDS	546				hypothetical protein
HDIIENPN_01268	CDS	486	hmpT		COG4720	Thiamine precursor transporter HmpT
HDIIENPN_01269	CDS	813	pdxK	2.7.1.35	COG0351	Pyridoxine kinase
HDIIENPN_01270	CDS	1542	menE	6.2.1.26		2-succinylbenzoate--CoA ligase
HDIIENPN_01271	CDS	1032	xerC_8			Tyrosine recombinase XerC
HDIIENPN_01272	CDS	987	ysnF			Stress response protein YsnF
HDIIENPN_01273	CDS	1341	sasA_1	2.7.-.-		Adaptive-response sensory-kinase SasA
HDIIENPN_01274	CDS	675	mprA			Response regulator MprA
HDIIENPN_01275	CDS	1074			COG0577	putative ABC transporter permease
HDIIENPN_01276	CDS	687	hrtA_2	3.6.3.-	COG1136	Putative hemin import ATP-binding protein HrtA
HDIIENPN_01277	CDS	648				hypothetical protein
HDIIENPN_01278	CDS	1392				hypothetical protein
HDIIENPN_01279	CDS	792				hypothetical protein
HDIIENPN_01280	CDS	2559				hypothetical protein
HDIIENPN_01281	CDS	1422				hypothetical protein
HDIIENPN_01282	CDS	1878				hypothetical protein
HDIIENPN_01283	CDS	843				hypothetical protein
HDIIENPN_01284	CDS	876	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
HDIIENPN_01285	CDS	1032	yhhX	1.-.-.-	COG0673	putative oxidoreductase YhhX
HDIIENPN_01286	CDS	306				hypothetical protein
HDIIENPN_01287	CDS	2016				hypothetical protein
HDIIENPN_01288	CDS	285				hypothetical protein
HDIIENPN_01289	CDS	1374	ulaA_1		COG3037	Ascorbate-specific PTS system EIIC component
HDIIENPN_01290	CDS	2016				hypothetical protein
HDIIENPN_01291	CDS	1209				hypothetical protein
HDIIENPN_01292	CDS	945	rhaS_1			HTH-type transcriptional activator RhaS
HDIIENPN_01293	CDS	174				hypothetical protein
HDIIENPN_01294	CDS	945	ldh_1	1.1.1.27		L-lactate dehydrogenase
HDIIENPN_01295	CDS	399				hypothetical protein
HDIIENPN_01296	CDS	237				hypothetical protein
HDIIENPN_01297	CDS	318				hypothetical protein
HDIIENPN_01298	CDS	2229	topB_2	5.6.2.1	COG0550	DNA topoisomerase 3
HDIIENPN_01299	CDS	411				hypothetical protein
HDIIENPN_01300	CDS	1164	tagU_2	2.7.8.-		Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
HDIIENPN_01301	CDS	855	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
HDIIENPN_01302	CDS	771	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
HDIIENPN_01303	CDS	882				hypothetical protein
HDIIENPN_01304	CDS	1050				hypothetical protein
HDIIENPN_01305	CDS	624				hypothetical protein
HDIIENPN_01306	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_01307	CDS	1707	rqcH		COG1293	Rqc2 RqcH
HDIIENPN_01308	CDS	903	hdfR_2			HTH-type transcriptional regulator HdfR
HDIIENPN_01309	CDS	705	cah	4.2.1.1	COG3338	Carbonic anhydrase
HDIIENPN_01310	CDS	642	yfbR	3.1.3.89		5'-deoxynucleotidase YfbR
HDIIENPN_01311	CDS	630	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HDIIENPN_01312	CDS	717	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
HDIIENPN_01313	CDS	933	pyrDB	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
HDIIENPN_01314	CDS	354	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
HDIIENPN_01315	CDS	447	pyrK_2		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
HDIIENPN_01316	CDS	3186	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
HDIIENPN_01317	CDS	1077	carA	6.3.5.5		Carbamoyl-phosphate synthase small chain
HDIIENPN_01318	CDS	1281	pyrC	3.5.2.3		Dihydroorotase
HDIIENPN_01319	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
HDIIENPN_01320	CDS	1284	pyrP			Uracil permease
HDIIENPN_01321	CDS	540	pyrR			Bifunctional protein pyrR
HDIIENPN_01322	CDS	912	rluD_1	5.4.99.23	COG0564	Ribosomal large subunit pseudouridine synthase D
HDIIENPN_01323	CDS	465	lspA	3.4.23.36	COG0597	Lipoprotein signal peptidase
HDIIENPN_01324	CDS	699				hypothetical protein
HDIIENPN_01325	CDS	387				hypothetical protein
HDIIENPN_01326	CDS	1671	fhs1	6.3.4.3		Formate--tetrahydrofolate ligase 1
HDIIENPN_01327	CDS	234				hypothetical protein
HDIIENPN_01328	CDS	432				hypothetical protein
HDIIENPN_01329	CDS	414	rnhA		COG0328	14.7 kDa ribonuclease H-like protein
HDIIENPN_01330	CDS	1149	fieF			Ferrous-iron efflux pump FieF
HDIIENPN_01331	CDS	597	panT_2			Pantothenate transporter PanT
HDIIENPN_01332	CDS	2643	alaS	6.1.1.7		Alanine--tRNA ligase
HDIIENPN_01333	CDS	432		2.3.1.-		Acetyltransferase
HDIIENPN_01334	CDS	1350	cshB	3.6.4.13	COG0513	DEAD-box ATP-dependent RNA helicase CshB
HDIIENPN_01335	CDS	1164				hypothetical protein
HDIIENPN_01336	CDS	324				hypothetical protein
HDIIENPN_01337	CDS	1350	steT_2		COG0531	Serine/threonine exchanger SteT
HDIIENPN_01338	CDS	954				putative epimerase/dehydratase
HDIIENPN_01339	CDS	1191		2.3.1.-		Putative pyridoxal phosphate-dependent acyltransferase
HDIIENPN_01340	CDS	222				hypothetical protein
HDIIENPN_01341	CDS	684	yedJ		COG1418	putative protein YedJ
HDIIENPN_01342	CDS	1497	ypwA	3.4.17.19	COG2317	Carboxypeptidase 1
HDIIENPN_01343	CDS	1167	rlmL	2.1.1.173	COG0116	Ribosomal RNA large subunit methyltransferase L
HDIIENPN_01344	CDS	420	gpsB			Cell cycle protein GpsB
HDIIENPN_01345	CDS	540				hypothetical protein
HDIIENPN_01346	CDS	648	recU	3.1.22.4	COG3331	Holliday junction resolvase RecU
HDIIENPN_01347	CDS	2382	ponA_2		COG0744	Penicillin-binding protein 1A
HDIIENPN_01348	CDS	1296				ISL3 family transposase ISEfa5
HDIIENPN_01349	CDS	498				hypothetical protein
HDIIENPN_01350	CDS	678	nth	4.2.99.18	COG0177	Endonuclease III
HDIIENPN_01351	CDS	699	dnaD		COG3935	DNA replication protein DnaD
HDIIENPN_01352	CDS	1185	tetA			Tetracycline resistance protein, class C
HDIIENPN_01353	CDS	444				hypothetical protein
HDIIENPN_01354	CDS	288				hypothetical protein
HDIIENPN_01355	CDS	1353	nox_2	1.6.99.3	COG0446	NADH oxidase
HDIIENPN_01356	CDS	447	perR		COG0735	Peroxide operon regulator
HDIIENPN_01357	CDS	927	cysK	2.5.1.47		Cysteine synthase
HDIIENPN_01358	CDS	888		3.2.1.-	COG1388	Autolysin
HDIIENPN_01359	CDS	954			COG2826	IS30 family transposase IS1252
HDIIENPN_01360	CDS	1998	tkt	2.2.1.1		Transketolase
HDIIENPN_01361	CDS	252				hypothetical protein
HDIIENPN_01362	CDS	624	lexA	3.4.21.88	COG1974	LexA repressor
HDIIENPN_01363	CDS	219				hypothetical protein
HDIIENPN_01364	CDS	513	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
HDIIENPN_01365	CDS	2298				hypothetical protein
HDIIENPN_01366	CDS	435				hypothetical protein
HDIIENPN_01367	CDS	789	hcaB	1.3.1.87		3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
HDIIENPN_01368	CDS	942	rnz	3.1.26.11	COG1234	Ribonuclease Z
HDIIENPN_01369	CDS	588				hypothetical protein
HDIIENPN_01370	CDS	1314	obg	3.6.5.-	COG0536	GTPase Obg
HDIIENPN_01371	CDS	1011	gap_2	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
HDIIENPN_01372	CDS	936	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
HDIIENPN_01373	CDS	960			COG2826	IS30 family transposase IS6770
HDIIENPN_01374	CDS	1095				hypothetical protein
HDIIENPN_01375	CDS	762				hypothetical protein
HDIIENPN_01376	CDS	441	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
HDIIENPN_01377	CDS	756	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
HDIIENPN_01378	CDS	1014	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
HDIIENPN_01379	CDS	921	ykuT		COG0668	putative MscS family protein YkuT
HDIIENPN_01380	CDS	501				hypothetical protein
HDIIENPN_01381	CDS	519				hypothetical protein
HDIIENPN_01382	CDS	1356	rph	2.7.7.56		Ribonuclease PH
HDIIENPN_01383	CDS	834	murI	5.1.1.3	COG0796	Glutamate racemase
HDIIENPN_01384	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
HDIIENPN_01385	CDS	648	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
HDIIENPN_01386	CDS	816	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
HDIIENPN_01387	CDS	738	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
HDIIENPN_01388	CDS	1011	trpS2	6.1.1.2	COG0180	Tryptophan--tRNA ligase 2
HDIIENPN_01389	CDS	2421	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
HDIIENPN_01390	CDS	1044	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
HDIIENPN_01391	CDS	342	yodB		COG1733	HTH-type transcriptional regulator YodB
HDIIENPN_01392	CDS	3723	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
HDIIENPN_01393	CDS	3528	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
HDIIENPN_01394	CDS	1296				ISL3 family transposase ISEfa11
HDIIENPN_01395	CDS	831	dtpT_1		COG3104	Di-/tripeptide transporter
HDIIENPN_01396	CDS	639	dtpT_2		COG3104	Di-/tripeptide transporter
HDIIENPN_01397	CDS	597				hypothetical protein
HDIIENPN_01398	CDS	483				hypothetical protein
HDIIENPN_01399	CDS	198				hypothetical protein
HDIIENPN_01400	CDS	759				hypothetical protein
HDIIENPN_01401	CDS	429				hypothetical protein
HDIIENPN_01402	tRNA	73				tRNA-Gln(ctg)
HDIIENPN_01403	CDS	372				hypothetical protein
HDIIENPN_01404	CDS	186				hypothetical protein
HDIIENPN_01405	CDS	189				hypothetical protein
HDIIENPN_01406	CDS	264				hypothetical protein
HDIIENPN_01407	CDS	258				hypothetical protein
HDIIENPN_01408	CDS	192				hypothetical protein
HDIIENPN_01409	CDS	321				hypothetical protein
HDIIENPN_01410	CDS	435				Putative universal stress protein
HDIIENPN_01411	CDS	639				hypothetical protein
HDIIENPN_01412	tRNA	86				tRNA-Leu(cag)
HDIIENPN_01413	CDS	501				hypothetical protein
HDIIENPN_01414	CDS	345				hypothetical protein
HDIIENPN_01415	CDS	939				hypothetical protein
HDIIENPN_01416	CDS	492				hypothetical protein
HDIIENPN_01417	CDS	2376	dinG_2	3.1.-.-		3'-5' exonuclease DinG
HDIIENPN_01418	CDS	627		3.-.-.-		putative metallo-hydrolase
HDIIENPN_01419	CDS	705	gpmA_2	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
HDIIENPN_01420	CDS	834	uppP	3.6.1.27		Undecaprenyl-diphosphatase
HDIIENPN_01421	CDS	1929	zosA	3.6.3.-	COG2217	Zinc-transporting ATPase
HDIIENPN_01422	CDS	456				hypothetical protein
HDIIENPN_01423	CDS	270				hypothetical protein
HDIIENPN_01424	CDS	255	rpsT			30S ribosomal protein S20
HDIIENPN_01425	CDS	1047	yqeN		COG1466	putative protein YqeN
HDIIENPN_01426	CDS	2274	comEC		COG0658	ComE operon protein 3
HDIIENPN_01427	CDS	540	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
HDIIENPN_01428	CDS	219				hypothetical protein
HDIIENPN_01429	CDS	246				hypothetical protein
HDIIENPN_01430	CDS	618				hypothetical protein
HDIIENPN_01431	CDS	1044	ylbL		COG3480	putative protein YlbL
HDIIENPN_01432	CDS	492	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
HDIIENPN_01433	CDS	561	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
HDIIENPN_01434	CDS	339				hypothetical protein
HDIIENPN_01435	CDS	447				hypothetical protein
HDIIENPN_01436	CDS	1125				hypothetical protein
HDIIENPN_01437	CDS	3429	pycA	6.4.1.1		Pyruvate carboxylase
HDIIENPN_01438	CDS	1164	ftsW_2	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
HDIIENPN_01439	CDS	303				hypothetical protein
HDIIENPN_01440	CDS	1773	recQ_1	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
HDIIENPN_01441	CDS	1830	typA		COG1217	GTP-binding protein TypA/BipA
HDIIENPN_01442	CDS	759	cysQ	3.1.3.7		3'(2'),5'-bisphosphate nucleotidase CysQ
HDIIENPN_01443	CDS	276				hypothetical protein
HDIIENPN_01444	CDS	1407	pdhD	1.8.1.4		Dihydrolipoyl dehydrogenase
HDIIENPN_01445	CDS	1644				hypothetical protein
HDIIENPN_01446	CDS	978	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
HDIIENPN_01447	CDS	1110	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
HDIIENPN_01448	CDS	1425	norG		COG1167	HTH-type transcriptional regulator NorG
HDIIENPN_01449	CDS	978	guaC	1.7.1.7	COG0516	GMP reductase
HDIIENPN_01450	CDS	1206	xylH		COG4214	Xylose transport system permease protein XylH
HDIIENPN_01451	CDS	1527	xylG	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
HDIIENPN_01452	CDS	1089	chvE		COG4213	Multiple sugar-binding periplasmic receptor ChvE
HDIIENPN_01453	CDS	1017	ytfQ			ABC transporter periplasmic-binding protein YtfQ
HDIIENPN_01454	CDS	1452				hypothetical protein
